,Model,Use context,Task,Instance,Task weight,RCRPS,RCRPS variance,RCRPS scaling,CRPS,CRPS RoI,CRPS non RoI,CRPS constraint violations
6464,Chronos-Base,False,ExplicitDirectNormalIrradianceFromCloudStatus,4,1/4,0.3563523792269313,7.148837223532246e-06,0.0013892747985551543,0.3563523792269313,0.3563523792269313,0.3563523792269313,0.0
6465,Chronos-Base,False,ExplicitDirectNormalIrradianceFromCloudStatus,5,1/4,0.08818839331561723,6.876048224031369e-07,0.0013892747985551543,0.08818839331561723,0.08818839331561723,0.08818839331561723,0.0
6466,Chronos-Base,False,ExplicitPressureFromSpeedTask,1,1/2,734.9896098895708,16404.9030825841,0.14610537850424618,58.92114217716854,58.92114217716854,58.92114217716854,676.0684677124023
6467,Chronos-Base,False,ExplicitPressureFromSpeedTask,2,1/2,492.9684905723908,18.17249614767923,0.14610537850424618,41.29404121122537,41.29404121122537,41.29404121122537,451.67444936116544
6468,Chronos-Base,False,ExplicitPressureFromSpeedTask,3,1/2,139.4910039173511,472.77745685985866,0.14610537850424618,12.836927323634209,12.836927323634209,12.836927323634209,126.6540765937169
6469,Chronos-Base,False,ExplicitPressureFromSpeedTask,4,1/2,471.74196240483485,800.529378395802,0.14610537850424618,44.3553947168465,44.3553947168465,44.3553947168465,427.38656768798836
6470,Chronos-Base,False,ExplicitPressureFromSpeedTask,5,1/2,0.64653833136873,9.987382175944631e-06,0.14610537850424618,0.64653833136873,0.64653833136873,0.64653833136873,0.0
6471,Chronos-Base,False,ExplicitSimilarLocationDaySolarForecastTask,1,1/3,0.9292295210305332,6.501914245653344e-05,0.047321991518940544,0.9292295210305332,0.9292295210305332,0.9292295210305332,0.0
6472,Chronos-Base,False,ExplicitSimilarLocationDaySolarForecastTask,2,1/3,0.40593524500443673,3.713044091289132e-09,0.047321991518940544,0.40593524500443673,0.40593524500443673,0.40593524500443673,0.0
6473,Chronos-Base,False,ExplicitSimilarLocationDaySolarForecastTask,3,1/3,0.5227299443557,1.6358322528101938e-05,0.047321991518940544,0.5227299443557,0.5227299443557,0.5227299443557,0.0
6474,Chronos-Base,False,ExplicitSimilarLocationDaySolarForecastTask,4,1/3,0.28052299973639877,1.3640081361013918e-07,0.047321991518940544,0.28052299973639877,0.28052299973639877,0.28052299973639877,0.0
6475,Chronos-Base,False,ExplicitSimilarLocationDaySolarForecastTask,5,1/3,0.48415542794540833,2.7584471596109774e-06,0.047321991518940544,0.48415542794540833,0.48415542794540833,0.48415542794540833,0.0
6476,Chronos-Base,False,ExplicitTrafficForecastTaskwithHolidaysInPredictionWindow,1,1/4,0.5108271870641122,0.0010774314285468465,0.10241704219582139,0.4656435537299391,0.6463780845230764,0.37527628960514786,0.0
6477,Chronos-Base,False,ExplicitTrafficForecastTaskwithHolidaysInPredictionWindow,2,1/4,0.0269436579337453,3.1524421294443072e-06,0.10241704219582139,0.02609987127468712,0.02947501048691938,0.024412305380571212,0.0
6478,Chronos-Base,False,ExplicitTrafficForecastTaskwithHolidaysInPredictionWindow,3,1/4,0.11295748479751486,6.516624870330867e-06,0.10241704219582139,0.09626959731475725,0.16302112638863867,0.06289384320639103,0.0
6479,Chronos-Base,False,ExplicitTrafficForecastTaskwithHolidaysInPredictionWindow,4,1/4,0.1996643690866239,2.9415507118313083e-05,0.10241704219582139,0.16156593297009061,0.31395966420973903,0.08536907396350876,0.0
6480,Chronos-Base,False,ExplicitTrafficForecastTaskwithHolidaysInPredictionWindow,5,1/4,0.06782705152150877,4.2833453139914434e-05,0.10241704219582139,0.06589416993720901,0.07362564971940738,0.06202845332361016,0.0
6481,Chronos-Base,False,ExplicitWithDatesAndDaysTrafficForecastTaskwithHolidaysInPredictionWindow,1,1/4,0.5108271870641122,0.0010774314285468465,0.10241704219582139,0.4656435537299391,0.6463780845230764,0.37527628960514786,0.0
6482,Chronos-Base,False,ExplicitWithDatesAndDaysTrafficForecastTaskwithHolidaysInPredictionWindow,2,1/4,0.0269436579337453,3.1524421294443072e-06,0.10241704219582139,0.02609987127468712,0.02947501048691938,0.024412305380571212,0.0
6483,Chronos-Base,False,ExplicitWithDatesAndDaysTrafficForecastTaskwithHolidaysInPredictionWindow,3,1/4,0.11295748479751486,6.516624870330867e-06,0.10241704219582139,0.09626959731475725,0.16302112638863867,0.06289384320639103,0.0
6484,Chronos-Base,False,ExplicitWithDatesAndDaysTrafficForecastTaskwithHolidaysInPredictionWindow,4,1/4,0.1996643690866239,2.9415507118313083e-05,0.10241704219582139,0.16156593297009061,0.31395966420973903,0.08536907396350876,0.0
6485,Chronos-Base,False,ExplicitWithDatesAndDaysTrafficForecastTaskwithHolidaysInPredictionWindow,5,1/4,0.06782705152150877,4.2833453139914434e-05,0.10241704219582139,0.06589416993720901,0.07362564971940738,0.06202845332361016,0.0
6486,Chronos-Base,False,ExplicitWithDaysTrafficForecastTaskwithHolidaysInPredictionWindow,1,1/4,0.5108271870641122,0.0010774314285468465,0.10241704219582139,0.4656435537299391,0.6463780845230764,0.37527628960514786,0.0
6487,Chronos-Base,False,ExplicitWithDaysTrafficForecastTaskwithHolidaysInPredictionWindow,2,1/4,0.0269436579337453,3.1524421294443072e-06,0.10241704219582139,0.02609987127468712,0.02947501048691938,0.024412305380571212,0.0
6488,Chronos-Base,False,ExplicitWithDaysTrafficForecastTaskwithHolidaysInPredictionWindow,3,1/4,0.11295748479751486,6.516624870330867e-06,0.10241704219582139,0.09626959731475725,0.16302112638863867,0.06289384320639103,0.0
6489,Chronos-Base,False,ExplicitWithDaysTrafficForecastTaskwithHolidaysInPredictionWindow,4,1/4,0.1996643690866239,2.9415507118313083e-05,0.10241704219582139,0.16156593297009061,0.31395966420973903,0.08536907396350876,0.0
6490,Chronos-Base,False,ExplicitWithDaysTrafficForecastTaskwithHolidaysInPredictionWindow,5,1/4,0.06782705152150877,4.2833453139914434e-05,0.10241704219582139,0.06589416993720901,0.07362564971940738,0.06202845332361016,0.0
6491,Chronos-Base,False,FullCausalContextExplicitEquationBivarLinSVAR,1,1/3,4.709517492012936,0.1389760208251392,1.0918761193566315,4.709517492012936,4.709517492012936,4.709517492012936,0.0
6492,Chronos-Base,False,FullCausalContextExplicitEquationBivarLinSVAR,2,1/3,5.4870029159232825,0.23671597926655777,1.0918761193566315,5.4870029159232825,5.4870029159232825,5.4870029159232825,0.0
6493,Chronos-Base,False,FullCausalContextExplicitEquationBivarLinSVAR,3,1/3,7.098329630428793,0.0010876874302428747,1.0918761193566315,7.098329630428793,7.098329630428793,7.098329630428793,0.0
6494,Chronos-Base,False,FullCausalContextExplicitEquationBivarLinSVAR,4,1/3,6.390738929284605,3.3760406419076445e-07,1.0918761193566315,6.390738929284605,6.390738929284605,6.390738929284605,0.0
6495,Chronos-Base,False,FullCausalContextExplicitEquationBivarLinSVAR,5,1/3,1.0801114401632053,5.8421123561252235e-05,1.0918761193566315,1.0801114401632053,1.0801114401632053,1.0801114401632053,0.0
6496,Chronos-Base,False,FullCausalContextImplicitEquationBivarLinSVAR,1,1/3,4.709517492012936,0.1389760208251392,1.0918761193566315,4.709517492012936,4.709517492012936,4.709517492012936,0.0
6497,Chronos-Base,False,FullCausalContextImplicitEquationBivarLinSVAR,2,1/3,5.4870029159232825,0.23671597926655777,1.0918761193566315,5.4870029159232825,5.4870029159232825,5.4870029159232825,0.0
6498,Chronos-Base,False,FullCausalContextImplicitEquationBivarLinSVAR,3,1/3,7.098329630428793,0.0010876874302428747,1.0918761193566315,7.098329630428793,7.098329630428793,7.098329630428793,0.0
6499,Chronos-Base,False,FullCausalContextImplicitEquationBivarLinSVAR,4,1/3,6.390738929284605,3.3760406419076445e-07,1.0918761193566315,6.390738929284605,6.390738929284605,6.390738929284605,0.0
6500,Chronos-Base,False,FullCausalContextImplicitEquationBivarLinSVAR,5,1/3,1.0801114401632053,5.8421123561252235e-05,1.0918761193566315,1.0801114401632053,1.0801114401632053,1.0801114401632053,0.0
6501,Chronos-Base,False,GlobalHorizontalIrradianceFromClearsky,1,1/2,0.11960823468131848,0.000760013296193323,0.0012909888974954814,0.011238356902182617,0.011238356902182617,0.011238356902182617,0.10836987777913587
6502,Chronos-Base,False,GlobalHorizontalIrradianceFromClearsky,2,1/2,0.11177436291605491,0.00012893662301904075,0.0012909888974954814,0.09955804177092632,0.09955804177092632,0.09955804177092632,0.012216321145128592
6503,Chronos-Base,False,GlobalHorizontalIrradianceFromClearsky,3,1/2,0.3085097600589172,0.0018698317944241356,0.0012909888974954814,0.1957598938932777,0.1957598938932777,0.1957598938932777,0.11274986616563953
6504,Chronos-Base,False,GlobalHorizontalIrradianceFromClearsky,4,1/2,0.034105160571847294,5.4823494631037585e-05,0.0012909888974954814,0.012970290466573742,0.012970290466573742,0.012970290466573742,0.021134870105273554
6505,Chronos-Base,False,GlobalHorizontalIrradianceFromClearsky,5,1/2,0.3178115783536438,0.0019945807786629676,0.0012909888974954814,0.1964109373795996,0.1964109373795996,0.1964109373795996,0.12140064097404418
6506,Chronos-Base,False,ImplicitPressureFromSpeedTask,1,1/2,734.9896098895708,16404.9030825841,0.14610537850424618,58.92114217716854,58.92114217716854,58.92114217716854,676.0684677124023
6507,Chronos-Base,False,ImplicitPressureFromSpeedTask,2,1/2,492.9684905723908,18.17249614767923,0.14610537850424618,41.29404121122537,41.29404121122537,41.29404121122537,451.67444936116544
6508,Chronos-Base,False,ImplicitPressureFromSpeedTask,3,1/2,139.4910039173511,472.77745685985866,0.14610537850424618,12.836927323634209,12.836927323634209,12.836927323634209,126.6540765937169
6509,Chronos-Base,False,ImplicitPressureFromSpeedTask,4,1/2,471.74196240483485,800.529378395802,0.14610537850424618,44.3553947168465,44.3553947168465,44.3553947168465,427.38656768798836
6510,Chronos-Base,False,ImplicitPressureFromSpeedTask,5,1/2,0.64653833136873,9.987382175944631e-06,0.14610537850424618,0.64653833136873,0.64653833136873,0.64653833136873,0.0
6511,Chronos-Base,False,ImplicitTrafficForecastTaskwithHolidaysInPredictionWindow,1,1/4,0.5108271870641122,0.0010774314285468465,0.10241704219582139,0.4656435537299391,0.6463780845230764,0.37527628960514786,0.0
6512,Chronos-Base,False,ImplicitTrafficForecastTaskwithHolidaysInPredictionWindow,2,1/4,0.0269436579337453,3.1524421294443072e-06,0.10241704219582139,0.02609987127468712,0.02947501048691938,0.024412305380571212,0.0
6513,Chronos-Base,False,ImplicitTrafficForecastTaskwithHolidaysInPredictionWindow,3,1/4,0.11295748479751486,6.516624870330867e-06,0.10241704219582139,0.09626959731475725,0.16302112638863867,0.06289384320639103,0.0
6514,Chronos-Base,False,ImplicitTrafficForecastTaskwithHolidaysInPredictionWindow,4,1/4,0.1996643690866239,2.9415507118313083e-05,0.10241704219582139,0.16156593297009061,0.31395966420973903,0.08536907396350876,0.0
6515,Chronos-Base,False,ImplicitTrafficForecastTaskwithHolidaysInPredictionWindow,5,1/4,0.06782705152150877,4.2833453139914434e-05,0.10241704219582139,0.06589416993720901,0.07362564971940738,0.06202845332361016,0.0
6516,Chronos-Base,False,IncreasedWithdrawalScenario,1,1/2,0.38422056172653746,3.5307300925203966e-07,0.008048755730741387,0.183923477828438,0.7141216469579126,0.05431947649516234,0.0
6517,Chronos-Base,False,IncreasedWithdrawalScenario,2,1/2,0.22514306896029349,6.949350486446215e-07,0.008048755730741387,0.04811878072827235,0.43167140395166953,0.01861473396891744,0.0
6518,Chronos-Base,False,IncreasedWithdrawalScenario,3,1/2,0.17304617736419137,7.905517945430904e-06,0.008048755730741387,0.05270821966972673,0.33349678872003347,0.01259556600834924,0.0
6519,Chronos-Base,False,IncreasedWithdrawalScenario,4,1/2,0.48625805341472067,9.348515450890352e-07,0.008048755730741387,0.20819664518736195,0.9442415529307898,0.028274553898651522,0.0
6520,Chronos-Base,False,IncreasedWithdrawalScenario,5,1/2,0.08132587633467832,5.647349909516239e-07,0.008048755730741387,0.028873595653475116,0.1425202023568524,0.020131550312504264,0.0
6521,Chronos-Base,False,LocaleInfoHalfDaySolarForecastTask,1,1/3,0.657990886940238,0.0003414263308071822,0.0013060968601431482,0.657990886940238,0.657990886940238,0.657990886940238,0.0
6522,Chronos-Base,False,LocaleInfoHalfDaySolarForecastTask,2,1/3,0.22338413019791528,2.7393120519006226e-06,0.0013060968601431482,0.22338413019791528,0.22338413019791528,0.22338413019791528,0.0
6523,Chronos-Base,False,LocaleInfoHalfDaySolarForecastTask,3,1/3,0.5424044978015591,0.00018726079717046987,0.0013060968601431482,0.5424044978015591,0.5424044978015591,0.5424044978015591,0.0
6524,Chronos-Base,False,LocaleInfoHalfDaySolarForecastTask,4,1/3,0.8859807637578145,0.00040234586122238727,0.0013060968601431482,0.8859807637578145,0.8859807637578145,0.8859807637578145,0.0
6525,Chronos-Base,False,LocaleInfoHalfDaySolarForecastTask,5,1/3,0.024899255195659747,5.8113051074794964e-05,0.0013060968601431482,0.024899255195659747,0.024899255195659747,0.024899255195659747,0.0
6526,Chronos-Base,False,LongNewsElectricityIncreaseInPredictionTask,1,1/3,0.036192385775129204,1.460354967115991e-08,3.9700215725276024e-05,0.006723358369888675,0.07155521935806164,0.0008295521921967647,0.0
6527,Chronos-Base,False,LongNewsElectricityIncreaseInPredictionTask,2,1/3,0.2673632782597319,3.105437438662779e-07,3.9700215725276024e-05,0.07040580541888795,0.5299732407013522,0.004753315818111546,0.0
6528,Chronos-Base,False,LongNewsElectricityIncreaseInPredictionTask,3,1/3,0.07610337290415856,6.241391714975362e-08,3.9700215725276024e-05,0.008609610941006148,0.14973293262097018,0.0024738131873469505,0.0
6529,Chronos-Base,False,LongNewsElectricityIncreaseInPredictionTask,4,1/3,0.0038495290732216323,5.940311127995299e-10,3.9700215725276024e-05,0.000391598875331249,0.007621816616899979,7.724152954328531e-05,0.0
6530,Chronos-Base,False,LongNewsElectricityIncreaseInPredictionTask,5,1/3,0.04131359248559526,7.50735617438327e-08,3.9700215725276024e-05,0.007933258070291315,0.0813699929358719,0.0012571920353186296,0.0
6531,Chronos-Base,False,MediumNewsElectricityIncreaseInPredictionTask,1,1/3,0.036192385775129204,1.460354967115991e-08,3.9700215725276024e-05,0.006723358369888675,0.07155521935806164,0.0008295521921967647,0.0
6532,Chronos-Base,False,MediumNewsElectricityIncreaseInPredictionTask,2,1/3,0.2673632782597319,3.105437438662779e-07,3.9700215725276024e-05,0.07040580541888795,0.5299732407013522,0.004753315818111546,0.0
6533,Chronos-Base,False,MediumNewsElectricityIncreaseInPredictionTask,3,1/3,0.07610337290415856,6.241391714975362e-08,3.9700215725276024e-05,0.008609610941006148,0.14973293262097018,0.0024738131873469505,0.0
6534,Chronos-Base,False,MediumNewsElectricityIncreaseInPredictionTask,4,1/3,0.0038495290732216323,5.940311127995299e-10,3.9700215725276024e-05,0.000391598875331249,0.007621816616899979,7.724152954328531e-05,0.0
6535,Chronos-Base,False,MediumNewsElectricityIncreaseInPredictionTask,5,1/3,0.04131359248559526,7.50735617438327e-08,3.9700215725276024e-05,0.007933258070291315,0.0813699929358719,0.0012571920353186296,0.0
6536,Chronos-Base,False,MinimalCausalContextBivarLinSVAR,1,1/3,4.709517492012936,0.1389760208251392,1.0918761193566315,4.709517492012936,4.709517492012936,4.709517492012936,0.0
6537,Chronos-Base,False,MinimalCausalContextBivarLinSVAR,2,1/3,5.4870029159232825,0.23671597926655777,1.0918761193566315,5.4870029159232825,5.4870029159232825,5.4870029159232825,0.0
6538,Chronos-Base,False,MinimalCausalContextBivarLinSVAR,3,1/3,7.098329630428793,0.0010876874302428747,1.0918761193566315,7.098329630428793,7.098329630428793,7.098329630428793,0.0
6539,Chronos-Base,False,MinimalCausalContextBivarLinSVAR,4,1/3,6.390738929284605,3.3760406419076445e-07,1.0918761193566315,6.390738929284605,6.390738929284605,6.390738929284605,0.0
6540,Chronos-Base,False,MinimalCausalContextBivarLinSVAR,5,1/3,1.0801114401632053,5.8421123561252235e-05,1.0918761193566315,1.0801114401632053,1.0801114401632053,1.0801114401632053,0.0
6541,Chronos-Base,False,MinimalInfoHalfDaySolarForecastTask,1,1/3,0.657990886940238,0.0003414263308071822,0.0013060968601431482,0.657990886940238,0.657990886940238,0.657990886940238,0.0
6542,Chronos-Base,False,MinimalInfoHalfDaySolarForecastTask,2,1/3,0.22338413019791528,2.7393120519006226e-06,0.0013060968601431482,0.22338413019791528,0.22338413019791528,0.22338413019791528,0.0
6543,Chronos-Base,False,MinimalInfoHalfDaySolarForecastTask,3,1/3,0.5424044978015591,0.00018726079717046987,0.0013060968601431482,0.5424044978015591,0.5424044978015591,0.5424044978015591,0.0
6544,Chronos-Base,False,MinimalInfoHalfDaySolarForecastTask,4,1/3,0.8859807637578145,0.00040234586122238727,0.0013060968601431482,0.8859807637578145,0.8859807637578145,0.8859807637578145,0.0
6545,Chronos-Base,False,MinimalInfoHalfDaySolarForecastTask,5,1/3,0.024899255195659747,5.8113051074794964e-05,0.0013060968601431482,0.024899255195659747,0.024899255195659747,0.024899255195659747,0.0
6546,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneExplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6547,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneExplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6548,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneExplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6549,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneExplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6550,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneExplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6551,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneImplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6552,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneImplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6553,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneImplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6554,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneImplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6555,Chronos-Base,False,MontrealFireFieldAndGasConvincingToneImplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6556,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneExplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6557,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneExplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6558,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneExplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6559,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneExplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6560,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneExplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6561,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneImplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6562,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneImplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6563,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneImplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6564,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneImplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6565,Chronos-Base,False,MontrealFireFieldAndGasNeutralToneImplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6566,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneExplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6567,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneExplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6568,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneExplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6569,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneExplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6570,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneExplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6571,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneImplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6572,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneImplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6573,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneImplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6574,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneImplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6575,Chronos-Base,False,MontrealFireFieldAndTrashConvincingToneImplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6576,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneExplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6577,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneExplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6578,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneExplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6579,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneExplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6580,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneExplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6581,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneImplicitCausalConfoundingTask,1,1/16,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6582,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneImplicitCausalConfoundingTask,2,1/16,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6583,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneImplicitCausalConfoundingTask,3,1/16,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6584,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneImplicitCausalConfoundingTask,4,1/16,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6585,Chronos-Base,False,MontrealFireFieldAndTrashNeutralToneImplicitCausalConfoundingTask,5,1/16,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6586,Chronos-Base,False,MontrealFireFieldFireExplicitShortHistoryTask,1,1/8,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6587,Chronos-Base,False,MontrealFireFieldFireExplicitShortHistoryTask,2,1/8,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6588,Chronos-Base,False,MontrealFireFieldFireExplicitShortHistoryTask,3,1/8,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6589,Chronos-Base,False,MontrealFireFieldFireExplicitShortHistoryTask,4,1/8,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
6590,Chronos-Base,False,MontrealFireFieldFireExplicitShortHistoryTask,5,1/8,0.2705435604878464,0.010737561633352967,0.03289473684210526,0.2705435604878464,0.2705435604878464,0.2705435604878464,0.0
6591,Chronos-Base,False,MontrealFireFieldFireImplicitShortHistoryTask,1,1/8,0.2897499405991816,0.0002718438878706373,0.03289473684210526,0.2897499405991816,0.2897499405991816,0.2897499405991816,0.0
6592,Chronos-Base,False,MontrealFireFieldFireImplicitShortHistoryTask,2,1/8,0.11411798880219641,0.0006919509397826836,0.03289473684210526,0.11411798880219641,0.11411798880219641,0.11411798880219641,0.0
6593,Chronos-Base,False,MontrealFireFieldFireImplicitShortHistoryTask,3,1/8,0.0899133825191007,0.0003583787072322193,0.03289473684210526,0.0899133825191007,0.0899133825191007,0.0899133825191007,0.0
6594,Chronos-Base,False,MontrealFireFieldFireImplicitShortHistoryTask,4,1/8,0.024014284052823718,2.179574117157845e-06,0.03289473684210526,0.024014284052823718,0.024014284052823718,0.024014284052823718,0.0
